value_id,value_type,value_content
val-sha256-64bf998558ff5acc6b0408edb52abf9a4796d3146fa76aa7282d45dd6234ce35,author_name,Marco Zimarino
val-sha256-4be6d9ccd5fbb6e9c40393d4c826b378fd0ff5dd5a476bb2f0f7de9226c99045,author_name,Lorenzo Bonomo
val-sha256-6040b50cf438ba92d5c2cb3df390e30e310e66feb5268a20eaa96e9ac918c28a,author_name,Rita F. Redberg
val-sha256-2c8ea204c8608e05ec86c07b29dfa90ec712962f3bebf3c5d23837e962c893fc,author_name,Philip Greenland
val-sha256-066a33539a2389bd00e55361228afcf25716b0d5b7beb2b8455593e4b9b7c20d,author_name,Valentin Fuster
val-sha256-ea8c3a79b3f985b71e5c91b8798adb5cc617649e9c11f3a68ff3d817ca729ace,author_name,Kalevi Pyörälä
val-sha256-ea223d3fbfdffee1dea100093b04fadccc8a36d57a873597b5aeca6ba64c539a,author_name,Steven N. Blair
val-sha256-abafd56fc372903333182eec9262527a0d53b85e6d412791d0546a390e3212af,author_name,Aaron R. Folsom
val-sha256-626f533b04c5bceacdfb23a5a4d5e87b9bbdce89a70446046d30f108fe00ac28,author_name,Anne B. Newman
val-sha256-4b5c298090d3fd557f1cd7dd56d52f4a69627ee1828653af64c4a021f82b22b2,author_name,Daniel H. O’Leary
val-sha256-b19af8e86ef4e7dbbeece8c264ecc2d064541164b7a5689f6e84fb70a36d0bee,author_name,Trevor J. Orchard
val-sha256-f4d50972f072e538d4f914a34631a1b3aca78dee746450cddd7f1c6dc5b2eca6,author_name,Bruce Psaty
val-sha256-d136e9d1537cdc71ff6a20a3ad20f3dfe2e2897068881b13e36aae12f39a18c6,author_name,J. Sanford Schwartz
val-sha256-ad4442ceccdb0005ee8c59b061799725511c1d7dbed0d365393f663c27cc25ea,author_name,Rodman Starke
val-sha256-fda73d736a0d85245a0ec01ea7d007594f79ff04bd2c235e335350a31374cfc8,author_name,Peter W.F. Wilson
val-sha256-210825c91ef00bef67c7d0ca276f3af5ca1b293ba0621f4143bed0b332c60a42,author_name,Amanda L. Chancey
val-sha256-178410f4bdcf913e3caecd2ae049f9f3e7cbbeb6818fd3cf6f70a654ebc3bacc,affiliation,"From the Department of Anatomy, Physiology, and Pharmacology, Auburn University, Auburn, Ala (A.L.C., G.L.B., J.S.J.), and Cardiovascular Therapeutics, Pfizer Global Research and Development, Ann Arbor, Mich (J.T.P.)."
val-sha256-d640ed2000ecefb72e4ad7e086f939189cf1a4ae3ddcec8b6f06a928c4ee55e8,author_name,Gregory L. Brower
val-sha256-2552b0ca43b89ff792918a11315257757943320e4f28cd8aeff2434342d263c9,author_name,J. Thomas Peterson
val-sha256-e7994862798a4e441c8a90234ba4c430597f40710c098d7f423b2aee71856a79,author_name,Joseph S. Janicki
val-sha256-a513044e817d08717e750048f9725b3966ccc79970f0b83d3f1c7c131828e253,author_name,Joseph C. Wu
val-sha256-5ad568e49e2a38eb230be579cd4117ae2991540bf20dabf41bd5d0d975ed22fb,affiliation,"From the Crump Institute for Molecular Imaging (J.C.W., G.S., S.S.G.), Department of Molecular and Medical Pharmacology (J.C.W., M.I., G.S., H.S., S.S.G.), and Department of Medicine, Division of Cardiology (J.C.W.), UCLA School of Medicine, Los Angeles, Calif."
val-sha256-805c08c3c68b5d5ebea9a4a7923489ba0daa0528cfebc2e7769d15b8c5732292,author_name,Masayuki Inubushi
val-sha256-b79e444a25bbc5c498708de4298a6288343153b362a53932f3c2f2c3c9670458,author_name,Gobalakrishnan Sundaresan
val-sha256-1ad0e1c5a1c518bc0bc910281d125e058ea57c2dc1a26259c1c5e6b9535e6176,author_name,Heinrich R. Schelbert
val-sha256-405730002c30eb17d0d2a2643e85c5f6dba32160021658d94bf4ed4173ea570d,author_name,Sanjiv S. Gambhir
val-sha256-2e3d4e11eb18b7bc417b4c312518d67a08dd2f8bcd44ba89abb6d7ddec0b485a,author_name,Jonathan N. Bella
val-sha256-07cea73fd30eb0430b427e4f8f64ef2c426ecd4a712f256ebcd5fcf8693b5ebf,affiliation,"From Weill Medical College of Cornell University, New York, NY (J.N.B., V.P., M.J.R., J.E.L., R.B.D.); Aberdeen Area Tribal Chairmen’s Health Board, Rapid City, SD (T.K.W.); the University of Oklahoma School of Public Health Services, Oklahoma City (E.T.L.); the Division of Epidemiology and Clinical Applications, National Heart, Lung, and Blood Institute, Bethesda, Md (R.R.F.); and Medstar Research Institute, Washington, DC (B.V.H.)."
val-sha256-8d2e3a7ecf613777f0036a10edb5800e83be9864c88b6108c6792ba63d34e971,author_name,Vittorio Palmieri
val-sha256-d633916e788cb1afc33c4e136fb3b366ef0979d9edb017e8c1aeefe6c1c9497b,author_name,Mary J. Roman
val-sha256-ad533b2463ad41bb50c10d045e0bdcf95a117a529667715a30266d9cfd94dfcc,author_name,Jennifer E. Liu
val-sha256-ff86d8eb97fd67e278ef1c093ba7e0af8a90b9ae9a09e2108927ed149b309114,author_name,Thomas K. Welty
val-sha256-4fd3039bec056f86d1a5fc9c67d6491f9864e0988451953b662cb995f0e2bd59,author_name,Elisa T. Lee
val-sha256-ad2a203e8c8c69b43040c211d3ccfd58d8ef02101cd8ce49f98e7608757283a5,author_name,Richard R. Fabsitz
val-sha256-cccfca9df43d1a51056339a3cc3050ca79a795ddb5ebaa01658e2ba1798f3602,author_name,Barbara V. Howard
val-sha256-3f929a7b5a0020ad5ad1bb7c9dce565f3b0874e8b4928747065a8a5b4c21e80a,author_name,Richard B. Devereux
val-sha256-8fbd4d3678388123e66778f36ec050c81f66b09d8fb5566794278aace8dfc897,author_name,Subodh Verma
val-sha256-c140a3e17ccd35d4a45688aa70617c0cf4a5cad7aa4d3089c4bc1015dc4f1eda,affiliation,"From the Division of Cardiac Surgery, Toronto General Hospital Research Institute, University of Toronto, Canada."
val-sha256-483e40c5692d95ad7f1afb28796790154d0a569906e5dec8d6077b3422130a03,author_name,Shu-Hong Li
val-sha256-35a297a472dbf07b0192a087287f559f923eede47c455cc353a98333c28e7c02,author_name,Mitesh V. Badiwala
val-sha256-58bdd6b92a7180184e3dd2aec61985ea404971567e0edfd5dbd1c75031781543,author_name,Richard D. Weisel
val-sha256-39784894357fc02fbc040110ba27451caf0ad8c57546effb620daac57a17f876,author_name,Paul W.M. Fedak
val-sha256-7e785d3023eeb3d38e3d12dfd86f9a433238125d120c6c0b9fbdec3ae4f04243,author_name,Ren-Ke Li
val-sha256-ebab90e2a41dff2ae3fb16eb536db6c8be88486f150ad75e714e242b944c8969,author_name,Bikramjit Dhillon
val-sha256-cb8e0d4507c99ea1f84e5d1dd45e8618c893decb0703dce3f3ab77e99d359dff,author_name,Donald A.G. Mickle
val-sha256-6dc89c896d3930e8c57d1cda080f1ec8be8c454e1cb37e2672a4511670c78c51,author_name,Thomas C. Gerber
val-sha256-95dec317c1d13edd6be2065832a42588bc386d58a762fb448c3e7c926b1cf0d1,affiliation,"From the Division of Cardiovascular Diseases (T.C.G.) and the Department of Radiology (T.C.G., R.S.K.), Mayo Clinic, Jacksonville, Fla."
val-sha256-0a2ea0897d7a769a02a4958d938c954fa99d610e4e4d4727adfd670207a12060,author_name,Ronald S. Kuzo
val-sha256-07d07aa81810b71296effa205c68f67417797dcf701c55dafa4fc3e39b852c01,author_name,Toshiro Matsunaga
val-sha256-ebd1904f4af8dffca8427835d33780aafd8cc59dd0f6948e9d01fba9cc332cac,affiliation,"From the Departments of Physiology and Anesthesiology, the Cardiovascular Center, Medical College of Wisconsin, Milwaukee."
val-sha256-7fb87b5ad3a0675597f6a22e9f514955a2c699e1c7da7b533a88c95b32d52045,author_name,Dorothee W. Weihrauch
val-sha256-41424f0d975545c98ff68e7718e69ef7a6070d73ff8a3862067f559c8538eaa0,author_name,Melinda C. Moniz
val-sha256-7f4d963e65e45d8aa761802176091c62bc103fda76e46538814090fc34132aff,author_name,John Tessmer
val-sha256-8f59f3402e5e363e1c174ecb42adcda90298e94e3835dcfd48021335ea543b2f,author_name,David C. Warltier
val-sha256-a217217a27b0af160671a04c2f6712c8114d1125fb53aaee1ef1087e65ed0f32,author_name,William M. Chilian
val-sha256-75573b82e3b976303c03383239e9f9e0ca5a6897221b4c78d234ec1a1ef3155c,author_name,Peter Andreka
val-sha256-d477b221528a25a103c717bd60138bdc6342ce600c7f763eb6b16ee2bab6edee,affiliation,"From the Departments of Molecular and Cellular Pharmacology and Medicine (P.A., J.Q.W., M.S.T., K.A.W., N.H.B.) and the Organ Procurement Organization, Department of Surgery (L.C.O.), University of Miami School of Medicine, Miami, Fla; Cardiovascular Pharmacology, Glaxo SmithKline Pharmaceuticals, King of Prussia, Pa (N.A., E.H.O.); and the Second Department of Medicine, Semmelweis University Faculty of Medicine, Budapest, Hungary (P.A.)."
val-sha256-72c97c3ac52741e699499d7afbfb074a530afecffcd0930665476a06fcb645d9,author_name,Nambi Aiyar
val-sha256-cee9af0fcaa5e2b0a2c6b51d1c37ca8c86a052de2d48d55929ea32ba6721bea5,author_name,Leslie C. Olson
val-sha256-4d9629b4bb917e564e427d339ba77a05164b3889a912f5ecf2cfe65c4bd274b5,author_name,Jian Qin Wei
val-sha256-87ac428eecd8c321bb68058d3fc9e11e40298d5e3d6059885eeed75c3cc4a66f,author_name,Mark S. Turner
val-sha256-5e36fffb07a90b187db8c04f6942d8fec82db78c98f5af8ab595edd4865625b3,author_name,Keith A. Webster
val-sha256-f998630abf253649c88101ef260479b14e6a41cc0078db6086cd690c4c26b5d2,author_name,Eliot H. Ohlstein
val-sha256-f7ea2490145cdec4e6c9010a13f3511aad132f4f03e2b56f8f597ed9315dd2bd,author_name,Nanette H. Bishopric
val-sha256-f10bcbb0a4a83da77acde5851c7faea71013d368b78b8b4c8e55857367b4eea2,author_name,Andrea Rubboli
val-sha256-34156c6fb051057068531faea51a27b847d2279d8e0d2df70b8a7b0cb7d82a89,affiliation,"Catheterization Laboratory, Division of Cardiology, Maggiore Hospital, Bologna, Italy"
val-sha256-8c75a55512033598484935be98ade852b146be2e2bca772331868e1281f0d9f1,author_name,Marco A. Zenati
val-sha256-213789b44ce2c20e05295317727b1c8bd4163bdca835cc5831c8ac24944152ea,affiliation,"From the Divisions of Cardiothoracic Surgery and Pathology, University of Pittsburgh Medical Center, Pittsburgh, Pa."
val-sha256-6da978a4404f75775b16dc1c74c19dadefceb31702dc2f896c9d984a6ab3d814,author_name,Gianluca Bonanomi
val-sha256-a99aae2a4305f4cd0f2bedde347c3544c8417ec34c594cbc51b772efb6223a0a,author_name,Dean Kostov
val-sha256-38cabab42f82651953930d5a1834ba8a157a138df0dd7ee4924a8c5f1f6e7731,author_name,Robert Lee
val-sha256-a747e106e8782835742f6cd54f2d59517ced7eb76528472b2146a8c30a5ff0b1,author_name,Gilbert Beran
val-sha256-a4381c1d517c53ce67ad1d24b0db9cd9dc68f8cb14a2095f4583702f5c5c0581,affiliation,"From the Departments of Cardiology and Emergency Medicine (W.S.), University of Vienna, Vienna, Austria."
val-sha256-4680497035509b944229236926dc09759c290f658b87cceaf25bf011b61761ba,author_name,Irene Lang
val-sha256-eae7f47754d42c579cbd450d31327f74eb856792094c81891d8d9728b9302525,author_name,Wolfgang Schreiber
val-sha256-2beb2a6d40e277c07d678a749fbdedd81c01a3cfc93bf660db104d0a51f6f423,author_name,Stefan Denk
val-sha256-b8fa36b39b54fa384ccc0f628b867100ed317824dd8ce4373234ef8ec1e585bb,author_name,Thomas Stefenelli
val-sha256-ec4bac9e55bad8d18d42f2a53c62b4dbaf75bbd870181d571e56f14fed2ecfd8,author_name,Bonni Syeda
val-sha256-2bfaf25ab7ab45857aa50b47fcb250a8fe2668447fdc0cd7a2496a57bcd70589,author_name,Gerald Maurer
val-sha256-5ffa8962fcb3426b51990618f1472ca0d6ec9b9079f3552cab7bf4df6b063dc9,author_name,Dietmar Glogar
val-sha256-6cf16b349a6deefb3e114dfb19ae1b9c92a5ea7019df23977af051b091c0478d,author_name,Peter Siostrzonek
val-sha256-5717a568f04b46f7edf010b9911205df34258acb2e8c04f6185b82050c9d8476,author_name,Mark W. Majesky
val-sha256-9b41a17c88c823695e2261a7ae0eb91d71e08b5f35af147a6735da939b3343a0,affiliation,"From the Departments of Pathology and Molecular and Cellular Biology, Baylor College of Medicine, Houston, Tex."
val-sha256-2d9a8ecdb116da8c4d15dd4dcd2115ca69259bf5018c8350be18111c57ad4fd0,author_name,Ruth SoRelle
val-sha256-425abc3c373f0c6a4a097efa803eab6489deb742bc022a1bd55c3c4ead24dd1d,affiliation,Circulation Newswriter
val-sha256-dc4fea2419d74ba517445e3aefd6f2050addd67d66168d3a110d87858b71ef1d,author_name,Massimo A. Padalino
val-sha256-1ac099384cc38dfaa314aacc5c744f05e4b70bd6ec0da7384a085767c35a7113,affiliation,"From the Departments of Cardiovascular Surgery (M.A.P., G.S.) and Pathology (C.B., G.T.), University of Padova Medical School, Padova, Italy."
val-sha256-ca3e20af09cc8dc92ad5395605ba3b44f53267c96a76e0a339ba46531c01c11f,author_name,Cristina Basso
val-sha256-d93738ecb19719d6730e6a0a4e7137e09cf8899904429ded33a43352c960a650,author_name,Gaetano Thiene
val-sha256-232c604d5abedfa0f003f5ae4871611263e23adf0990c49703fcf0084fb07124,author_name,Giovanni Stellin
val-sha256-d67a2e53a19d93994124dbff92a17db9cc3dd7f081ea23c4ad5265608a4bcfaa,author_name,Hideaki Senzaki
val-sha256-90c17db349701bcde2bf3fbe592f4dd86949d4f732233586aa1b727e26ad0644,affiliation,"From the Department of Pediatric Cardiology and Cardiovascular Surgery, Saitama Medical School Hospital, Saitama, and the Department of Pediatric Cardiology, National Children’s Hospital (A.I.), Tokyo, Japan."
val-sha256-8ac00058ceb1daed828d2f65e1c0b16142daf195a6c48fc57eab7f88ff6db784,author_name,Satoshi Masutani
val-sha256-53a7ac5811ae336e736bae5d205fe6385e34329ec1c3c5f4dbb9411f15bdd97c,author_name,Jun Kobayashi
val-sha256-8e8ad522d01aaff9d90bd67c4f8bcbe113e653691bffeb262999eec0eb6689c2,author_name,Toshiki Kobayashi
val-sha256-93dbfa0ddffb4f343ca93061aa499036b6b44e734b29fe3d264a70ad0c2f912c,author_name,Nozomu Sasaki
val-sha256-b7b29a52f5b5b4306ad0a4c7d62476a1660e91052e24a0efc53e3178ccbd54fb,author_name,Haruhiko Asano
val-sha256-868816df6a6cd12131afe03c13da0a966a8b14ae1f066aaf40498fcd660b7643,author_name,Shunei Kyo
val-sha256-ec25a1223a0bc32bdf9bd9141c034c428c4516ad8e94667b9f371f6ec9497dc9,author_name,Yuji Yokote
val-sha256-470e0b4234c457ad06765ed85c106bca0f6441168f603a5192362bdf33c02f3c,author_name,Akira Ishizawa
val-sha256-5b297ddc86ee99996ad06b027e2a0c30ac975e521f7f0fc7d6aa7589eb94a934,author_name,Lawrence I. Bonchek
val-sha256-808abe21073deaf8c5b21b8d440f9460639fb24d5b9b1b900161195d23ff3f71,affiliation,"Surgical Director, Lancaster General Heart Institute, 555 N Duke St, Lancaster, PA 17604-3555,"
val-sha256-64e970a64bf87948b7848d7a4689750b401fea60c73aae38981811b4da7067a2,author_name,JoAnn Lindenfeld
val-sha256-063127c3bb62725eb3deb8efda43fb42b2c22389f53366dac60ba63c75b29a30,author_name,Jeffrey Borer
val-sha256-35f709df13bed5d10c8c02f4a9889d45272594b6d879c3dd7c03a99d64b6f8b0,author_name,Paul W. Armstrong
val-sha256-2ad5ebca757b2690672a0ed2686abb8f7ac53f0e3cdfdb633c9b4d1c21e6f47d,author_name,Frans Van de Werf
val-sha256-bf4fcd5f510f4c27c43f1f171c22f399c4e6d6eca2f1e79b33a32aeecc8cb47a,affiliation,"From the Department of Cardiology, University Hospital of Gasthuisberg, Leuven, Belgium (F.V.d.W.); and the Cardiovascular Division and Center for Integrating Medicine and Innovative Technology (CIMIT), Brigham and Women’s Hospital, Boston Mass (D.S.B.)."
val-sha256-7981dcc910e725668b4ff508e8ee5b27a6587238ccef8432ea89720d15023ef0,author_name,Donald S. Baim
val-sha256-3544911c46ac34f8d52474a91691b365539aaedddb8b41bbd19f35de4805066e,author_name,Neil Herring
val-sha256-7e26db2c3488bfe86c2f4700bf35969374a63be6401fd9fccaa11f0168542b0c,affiliation,"University Laboratory of Physiology, Oxford University, Oxford, United Kingdom"
val-sha256-043bb98f9250d45e774d1b31b562990f1e54a0174875a395828021eb57271f62,author_name,David J. Paterson
val-sha256-2927cada0f4676472f7dfaec2703001f45f92154a82c5747a48efdc1b3c13e48,author_name,Robert M. Judd
val-sha256-e4605ba349928fe722c52b30441fb1d9e7f5807bc3cef0150f401c51d7ff284b,affiliation,"Duke Cardiovascular Magnetic Resonance Center, Duke University Health System, Durham, NC"
val-sha256-fb86000c560b47c586e3bc219b75f76ac90b20011ff8535f8b54310bf51d6940,author_name,Raymond J. Kim
val-sha256-42ec33ffea749d33bb4a2b6c99d38fc9b4769f1dacb6052b782723c3c21c4501,author_name,Anthony K.C. Chan
val-sha256-6934fc91a5dde65cfb4821278487da5cf4b686933d3cb64cc208ecc25ee0d448,affiliation,"From Henderson Research Centre, McMaster University, Hamilton (all authors), and the Hospital for Sick Children, Toronto (A.K.C.C.), Ontario, Canada; and the University of Veterinary and Pharmaceutical Sciences, Brno, Czech Republic (M.V., P.K.)."
val-sha256-f22a9f30379afaf046f6bd52e4ee88a50e4e3675127c962886270a4e15214306,author_name,Janusz Rak
val-sha256-928a90972c00a615c272f44f721d6813e2730181839f54b8bd358259e3bbe8b5,author_name,Leslie Berry
val-sha256-54fc6dbca586739bbaf0d524edf32fbbf0066d88187d209c2aa66de70f97462a,author_name,Peng Liao
val-sha256-8243b3b439d442c68e51573ee819636c34171318b23c90ce4536cfd830e2355f,author_name,Michal Vlasin
val-sha256-72844cdc5442acc11fe740db6065c32ddb9ebfca846e25aa28dfad8b28d56766,author_name,Jeffrey Weitz
val-sha256-df790aa1e154d5326da926e422f0f9fb70f4c7bffc7b4be23340319e18be38e0,author_name,Petr Klement
val-sha256-3f53d9e0050bc74489747a30365e1f77fef6c763f11df194172f1169a8ef816a,author_name,Dipen Shah
val-sha256-d3cf6797538d38704e5dc58c6369a6c648b25314db1191b07627206a2719bddc,affiliation,"From the Division of Cardiology (D.S.), University Hospital, Geneva, Switzerland; and Service de Electrophysiologie (M. Haissaguerre, P.J., M. Hocini, T.Y., L.M., K.J.C., J.C.), Hopital Cardiologique du Haut-Leveque, Pessac Cedex, France."
val-sha256-4a07161326ea6032cf6abd53bd87b13364e3b8fe31b042b56a78c816dc4562f3,author_name,Michel Haissaguerre
val-sha256-8d3a99aabe00e873d5d452f9face9b2ea73badf0baddc24fa55a55470e82a8bd,author_name,Pierre Jais
val-sha256-b54a80fa6fb5c280d4af6351249bf6a55df419c6e304146ca80079c422a39713,author_name,Meleze Hocini
val-sha256-234d946423a46bc205d9cef7c748a95bc836ee735d327fe8916e597a338a51e0,author_name,Teiichi Yamane
val-sha256-21c434d14cc856369c02f68e52933a355830470d1b180a0efa5c90939fc82904,author_name,Laurent Macle
val-sha256-0208e0aada32850aa544c8faf4964688d10054c46ee13300de83b5a015297a3b,author_name,Kee Joon Choi
val-sha256-46ff90d09c30b96afee7370fbce0927f478a20697430c0a4158bf8e6c6e57c49,author_name,Jacques Clementy
val-sha256-0eccd453e3a2b361cd180a140432dd27680c6c6a448bead837c11058a3f0c9c6,author_name,Thomas Münzel
val-sha256-28a772da9fd77e0a0dc6351b07845649df8641a4d78a67eb7a5db20132159365,affiliation,"From University Hospital Eppendorf, Division of Cardiology, Hamburg (T.M., A.L.K.), and the Johann Wolfgang Goethe University, Department of Physiology, Frankfurt (A.M.), Germany."
val-sha256-f615ee5b23c16c58238df0a5c986a92879a26f4adc41b31f73b8279dbd561cf1,author_name,Alexander Mülsch
val-sha256-7009258dcb2b4a64fb48588351baed583cf2fa9b1a0d6369c9d8a849f2103037,author_name,Andrej Kleschyov
val-sha256-1dd15333d1ac2c311996348a0afe5c76ea3c056616330e18ebbac65250185397,author_name,Gerald S. Werner
val-sha256-0050e436f91687ad96707c1f6b47a3fcf192044b4102a454c55cb722cb83a329,affiliation,"From the Clinic for Internal Medicine III, Friedrich-Schiller-University, Jena, Germany."
val-sha256-4c4c756a94da5414d93534ae8c0e456fd5cc4a22f64948a39378972405328d77,author_name,Hans R. Figulla
val-sha256-303dd53339a594240fc5e3edcb2c549f2caab8a009fe47422b998bb6c7137063,author_name,Mesut Eren
val-sha256-2d8013bf4f0f5987b4cae2a45db87295c3c3c06a3ce252b6e153cbe822e8fbe7,affiliation,"From the Division of Cardiovascular Medicine (M.E., C.A.P., D.E.V.) and Department of Pathology (J.B.A.), Vanderbilt University Medical Center, Nashville, Tenn, and Laboratory for Pharmaceutical Biology (P.J.D.), Katholieke Universiteit, Leuven, Belgium."
val-sha256-1120cac7e6198072bf62a263bef7580c05a3f8e98cd322e84633e77747dbfe8c,author_name,Corrie A. Painter
val-sha256-ebb889927fa7c1ad1039589db660d47abcce9de870c5946b8ef7ac8e1e7d4905,author_name,James B. Atkinson
val-sha256-955d206f03c4081d381c23453265ce39e41945617dfb27143f52e2225cf16c1a,author_name,Paul J. Declerck
val-sha256-41e0dfcc92211f87bf224b7c67c78acb830379edd543a6bd985cb4dd5477f6d0,author_name,Douglas E. Vaughan
val-sha256-e3145c81f437ef2b743efdc29ccc00cb3bcd0047be02502d7dcaa6a629c3a8af,author_name,Christoph A. Nienaber
val-sha256-cad4cc822b0a27f4a71e7151c622b4f86de434422fb85f87bcb37776a38c38df,affiliation,"From the Division of Cardiology at the University Hospital Rostock (C.A.N.), Rostock School of Medicine, Rostock, and University Hospital Lübeck, Division of Cardiovascular and Thoracic Surgery (H.H.S.), Lübeck, Germany."
val-sha256-de77a060214abb202435613b0dab907948316a6eac22ea15e2754ee9600659d0,author_name,Hans-H. Sievers
val-sha256-ef1c754bd509ab22d6c81bb2c1860c46fcfca1cbebbce792abd0d4c44ac4d0da,affiliation,"From Crump Institute for Molecular Imaging (J.C.W., G.S., S.S.G.); Department of Molecular and Medical Pharmacology (J.C.W., M.I., G.S., H.S., S.S.G.); Jonsson Comprehensive Cancer Center (S.S.G.); and Department of Medicine, Division of Cardiology (J.C.W.), UCLA School of Medicine, Los Angeles, Calif."
val-sha256-7b7f91dbb3f5979a594ac713e1998b4d5825d173d45bd4fdb155ed09d7c984d2,author_name,Claude Lenfant
val-sha256-80fe3341135a27beffc91f3677ac7d7e20caa6f4e80af11a7493d90d362cc5e5,affiliation,"From the Department of Health and Human Services, National Institutes of Health, National Heart, Lung, and Blood Institute, Bethesda, Md."
val-sha256-e543d12c9a7efd0859066f09e7693e43332271187701203cf781692ef35e0ffa,author_name,Tae-Ho Park
val-sha256-340010732b272ea23cfedb7950ee6fa93c1646232c1bad8b561235c48b0255cb,affiliation,"From the Section of Cardiology, Department of Medicine, Baylor College of Medicine, and the Methodist Hospital (K.J.M.), Houston, Texas."
val-sha256-c7a87e01c31657f29e0c7ad78328e17eb458c4f72d03e08d92b6bcfc7a817c42,author_name,Nasser M. Lakkis
val-sha256-6ea70a2c52fd5e4832650de8aebb3836be477ff023186bd743ca55d7005a4d3c,author_name,Katherine J. Middleton
val-sha256-2d1c2b1485f2335c9d1f482917573ce97e440c43a2c89987adb9e1efc8eeb365,author_name,Jennifer Franklin
val-sha256-0eabfe38feefb9bc4a63dc24dd68702fa8887a4ce56e82bc3bfed2c10b3968ce,author_name,William A. Zoghbi
val-sha256-d4f3068e4d930969d3a9d65756cd4ca2e37ec5cca6231662ba9798d63c96f6b4,author_name,Miguel A. Quiñones
val-sha256-3567a3a60f81496b97c2dcdcb5ef4fcedaa2de6f41ee92ef8230fe4e98251511,author_name,William H. Spencer
val-sha256-80eadcd36f18b69275bb28c74aa64cdf07b0e5d7f5c664d6d015be6e56118217,author_name,Sherif F. Nagueh
val-sha256-83240fc13b5333f0ea3571d5441338b74b68a32cfcaabaa29d0694e8009397ba,author_name,W. Gregory Hundley
val-sha256-5601e1ff4d3068bdea3ae69f9d2bbf2603fa6d4bfc9e65ae198e271b4f1fa946,affiliation,"Associate Professor of Internal Medicine (Cardiology),, Molecular Medicine, and Radiology, The Wake Forest University School of Medicine, Wake Forest, NC"
val-sha256-51ecc5c9149171c45509bb4f087b6cfb9e131effed5c038cf16c796ca7ba490d,author_name,Paul Muntner
val-sha256-9d1228b05207a101b3f30d0bc511f5efd1e80b01a57c2c18255f84479d36a65b,affiliation,"From the Department of Epidemiology (P.M., J.H., P.K.W.), Tulane University School of Public Health and Tropical Medicine, and Department of Medicine (J.H., P.K.W.) Tulane University School of Medicine, New Orleans, La; and National Heart, Lung and Blood Institute (E.J.R.), Bethesda, Md."
val-sha256-8f9ae2b9ae811cda24435191600b52b1c1771fc09ee0b505303d6ff49f2195d7,author_name,Jiang He
val-sha256-8d55f21021d43e732b387c19a860bcaf362d622f9b510604b815eacbd1b01be5,author_name,Edward J. Roccella
val-sha256-164ac3b82167126f2a6d1007515a2dd312f85481d80a76da15e542300fd63697,author_name,Paul K. Whelton
val-sha256-12e468c3b7e774f17ff21d65f88f70d8eb8bb77550a1f8adb0f1e2b84f8c13a5,author_name,Masanori Fujii
val-sha256-258b886f10ae474316515f87bdd350de005e52eaca4b35053069d8bd178878ce,affiliation,"From the First Department of Internal Medicine (M.F., A.W., T.T., M.O., M.K.) and Central Research Laboratory (T.I.), Shiga University of Medical Science, Tsukinowa, Seta, Otsu, Japan."
val-sha256-ad79ff32c8a8a37c15de4a85ae39752eaec08a1d58a69d001047d60b4b42546e,author_name,Atsuyuki Wada
val-sha256-02e1fb2eac6289a14401b6a18204e2b7f58841b964adf0ecd481537b368b7ef3,author_name,Takayoshi Tsutamoto
val-sha256-c76b1af03e52a46f666a59881c673d050d998b32e911f03121259977c91f80f7,author_name,Masato Ohnishi
val-sha256-3703762b123d4a709d5fe5cd94de900abd3a82f1d9c9509a25c43dd160ea7d28,author_name,Takahiro Isono
val-sha256-c55d285e8b43ba0ce4499c80c1ade09da4eb7c541bfe0f203e74ca00b3f28750,author_name,Masahiko Kinoshita
val-sha256-37d9608bd1f6e69919104182f4601134f5637fd93d31831d161b00397f52fc6b,author_name,Caroline Rhéaume
val-sha256-021b35606b7458cf51545fa5af0152f5b4ba750b03998e016efea8095c9e5774,affiliation,"From the Hypertension (C.R., P.H.W., Y.L., J.C.) and Diabetes (A.N.) Research Units, Laval University Hospital Research Center, Québec, Canada."
val-sha256-85de2bb55513ca5595fb0e97b31eef30b3beeb52fcbc7d5a02f2e5766f1d295b,author_name,Paulo H. Waib
val-sha256-a9743f960023d30cf7707e3f1a8d3ac460cff637879d4b7cb058c8530ef01620,author_name,Yves Lacourcière
val-sha256-f6366ef205a50b44fba9e4327c1c42a9d92717ae5850f9eda7148bf7f1cb92ca,author_name,André Nadeau
val-sha256-46a194c447c6e31495d3fade714332fc1445388e72cc6ad31ae5916097c05ed7,author_name,Jean Cléroux
val-sha256-dd206bfa92b958944b78d244edefc169fc053b8919e7f51764cf6ce58d43fdc7,author_name,Hao Wang
val-sha256-b842330a5ffb9f64b3a9a3127ee6f3f7ec047a1da271eb914b90e21a6894883b,affiliation,"From the Hypertension Unit, University of Ottawa Heart Institute, Ottawa, Ontario, Canada."
val-sha256-4514e62f9214f412c5bce6d7eb4dc0849429425b126f651d61cfbc49c69ac5cd,author_name,Frans H.H. Leenen
val-sha256-d0747ed513ca00a3d264ce84c42b1ad2b1f947f9937449014850f9ec58cfc3b8,author_name,Olivier Feron
val-sha256-1a3d0b6fd0012f46853eeb55265bb65321518f8e28c36dafbaa316d013fc2899,affiliation,"From the Unit of Pharmacology and Therapeutics (O.F.), Department of Medicine, University of Louvain Medical School, Brussels, Belgium; and Genzyme Corporation (R.A.K.), Cambridge, Mass."
