doi,author_name,affiliation,ror_id
10.1108/02641619610155175,Marta Seljak,"(Marta Seljak is Director, Department of Information Engineering, Institute of Information Science, Maribor, Slovenia)",https://ror.org/055q8rh54
10.1108/02656710010319847,Marco Perona,"University of Brescia, Italy",https://ror.org/02q2d2610
10.1108/08876049910256122,Kenneth E. Clow,"Associate Professor of Marketing, Department of Management & Marketing, Kelce School of Business, Pittsburg State University, Pittsburg, Kansas, USA",https://ror.org/04hteea03
10.1108/02656719710165419,Dimitris Stavroulakis,"(Technical Institute of Piraeus, Athens, Greece)",https://ror.org/00ks0ea23
10.1108/02686900210412225,Robert Beckett,"Communication Ethics Ltd, London, UK",https://ror.org/03vqd0w40
10.1108/02686900210419930,Janet L. Colbert,"(Department of Accounting, Gordon Ford College of Business, Bowling Green, Kentucky, USA)",https://ror.org/00ay7va13
10.1108/09544780010287221,Derek H.T. Walker,"(Derek H.T. Walker is based at RMIT University, Melbourne, Australia.)",https://ror.org/04ttjf776
10.1108/02686909610115213,Alan Reinstein,Accounting,https://ror.org/01e5pnf26
10.1108/02686909910245531,Anthony L. Iaquinto,"(Nanzan University, Showa‐Ku, Nagoya, Japan)",https://ror.org/042b6j696
10.1108/03068299410074836,Georgy Bovt,"(Institute of World Economy and International Relations, Moscow, Russia.)",https://ror.org/04jqmw447
10.1108/03068299610121697,Brian Dollery,"Department of Economics, University of New England, Armidale, Australia",https://ror.org/04r659a56
10.1108/03068299610121886,Cao Yang,"Huazhong Normal University, Wuhan, People's Republic of China",https://ror.org/03x1jna21
10.1108/03068299810193650,Nadezhda Nozdrina,"Institute of Economic Forecasting, Russian Academy of Sciences, Moscow, Russia",https://ror.org/01p8wcy85
10.1134/1.1490020,S. A. Astashkevich,"Institute of Physics, St. Petersburg State University, Peterhof, St. Petersburg, Russia",https://ror.org/029bjdf19
https://doi.org/10.1103/physrevc.66.015206,D. P. Menezes,"Departamento de Física, CFM, Universidade Federal de Santa Catarina Florianópolis, SC-CP.476-CEP 88.040-900, Brazil",https://ror.org/041akq887
10.1103/physreve.65.061105,E. M. Blanter,"Institut de Physique du Globe de Paris, 4, place Jussieu, 75252 Paris Cedex 05, France",https://ror.org/004gzqz66
10.1103/physreve.65.061106,Vadim S. Anishchenko,"Department of Physics, Saratov State University, 410026 Saratov, Russia",https://ror.org/05jcsqx24
10.1103/physreve.66.016403,C. Gorse,"CSCP-IMIP(CNR), Sezione Territoriale di Bari, Bari, Italy",https://ror.org/022hq6c49
https://doi.org/10.1108/00035590210426472,B.V. Apparao,"Department of Chemistry, Regional Engineering College, Warangal, Andhrapradesh, India",https://ror.org/017ebfz38
10.1108/00242530210421040,Niels D. Lund,"(Niels D. Lund is Associate Professor at the Royal School of Library and Information Studies, Department of Cultural and Media Studies, Copenhagen, Denmark.)",https://ror.org/03vvy0v27
https://doi.org/10.1108/00242539510080146,Bob Duckett,"(Reference Librarian, Bradford Libraries)",https://ror.org/00qs4g887
https://doi.org/10.1108/00251740010373070,Spero C. Peppas,"Mercer University, Atlanta, Georgia, USA",https://ror.org/01g67by91
https://doi.org/10.1108/13522759910251927,Madeline Johnson,"Madeline Johnson is Associate Professor of Marketing at the University of Houston‐Downtown, Houston, Texas, USA",https://ror.org/05mj6fy81
10.1108/01443579610106328,Kazem Chaharbaghi,"East London Business School, University of East London, Dagenham, UK",https://ror.org/057jrqr44
https://doi.org/10.1108/00346659810235233,Janet Parry,(Senior Lecturer in Food Studies at University College Worcester),https://ror.org/00v6s9648
10.1108/00368790210424158,Yucong Wang,"General Motors Corporation, Warren, USA",https://ror.org/05addee68
10.1108/01437729810237178,Fred Henneberger,"Research Institute for Labour Economics and Labour Law, University of St. Gallen, Switzerland",https://ror.org/0561a3s31
10.1108/09590559710160382,Eunju Ko,"[Changwon National University, Changwon, South Korea]",https://ror.org/04ts4qa58
10.1108/02635579910249567,Karen A. Forcht,"James Madison University, Harrisonburg, Virginia, USA",https://ror.org/028pmsz77
10.1108/01443579710182972,Erdal Erel,"Faculty of Business Administration, Bilkent University, Ankara, Turkey",https://ror.org/02vh8a032
https://doi.org/10.1108/01443589410071454,Yong‐Yil Choi,"Korea Development Institute, Seoul, Korea",https://ror.org/02h7vzs32
10.1108/03090569510100696,Judith A. Wiles,"Southeast Missouri State University , Cape Girardeau, USA",https://ror.org/010n41y16
10.1149/1.1390943,K. Y. Chen,"School of Chemical and Life Sciences, University of Greenwich, Woolwich, London SE18 6PF, United Kingdom",https://ror.org/00bmj0a71
https://doi.org/10.1108/02632770210435170,G.S. Zhi,"G.S. Zhi is Lecturer at the Faculty of Mechanical Engineering, Xi'an Jiaotong University, China.",https://ror.org/017zhmm22
https://doi.org/10.1108/02634509710185289,D. Steven White,"(School of Management and Aviation Science, Bridgewater State College, Bridgewater, MA, USA)",https://ror.org/02x3skf39
https://doi.org/10.1108/02635579610117476,Barry Shore,"(Professor, Whittemore School of Business and Economics, University of New Hampshire, Durham, USA)",https://ror.org/01rmh9n78
https://doi.org/10.1108/02635579910249558,Vijayan Sugumaran,"Le Moyne College, Syracuse, New York, NY, USA",https://ror.org/00q369629
https://doi.org/10.1108/02635579910301810,Raymond Papp,Central Connecticut State University  New Britain Connecticut USA,https://ror.org/054gzqw08
https://doi.org/10.1108/02641610210430514,Henri Sène,"Henri Se`ne is Regional Manager, Directeur de la Bibliothe`que Universitaire, Universite´ Cheikh Anta Diop de Dakar, Dakar, Senegal.",https://ror.org/04je6yw13
10.1108/02683949410051477,Ming Singer,"A Senior Lecturer, in the Department of Psychology,Canterbury University, Christchurch, New Zealand.",https://ror.org/03y7q9t39
https://doi.org/10.1108/02686909510077352,Nicholas M. Zacchea,"(Director Technical Assistance Group in the US General Accounting Office in New York City, New York, USA.)",https://ror.org/02vawy993
https://doi.org/10.1108/09544780010287221,Derek H.T. Walker,"(Derek H.T. Walker is based at RMIT University, Melbourne, Australia.)",https://ror.org/04ttjf776
https://doi.org/10.1108/02686909910245531,Anthony L. Iaquinto,"(Nanzan University, Showa‐Ku, Nagoya, Japan)",https://ror.org/042b6j696
10.1161/01.atv.0000015445.22243.f4,A. Hamsten,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
10.1108/03056120210412805,Paavo Jalonen,"Pori School of Technology and Economics, Tampere University of Technology, Turku School of Economics and Business Administration, Pori, Finland",https://ror.org/033003e23
https://doi.org/10.1108/03068299610121886,Cao Yang,"Huazhong Normal University, Wuhan, People's Republic of China",https://ror.org/03x1jna21
https://doi.org/10.1108/03068299810193650,Nadezhda Nozdrina,"Institute of Economic Forecasting, Russian Academy of Sciences, Moscow, Russia",https://ror.org/01p8wcy85
10.1108/07363769510147777,Geoffrey L. Gordon,"Geoffrey L. Gordon is an Associate Professor at the Department of Marketing, Northern Illinois University, DeKalb, Illinois.",https://ror.org/012wxa772
https://doi.org/10.1108/07363769610130864,Murray A. Young,"Professor Business Administration and Chair of the Division of Business at Bethel College, Mishawaka, Indiana, USA",https://ror.org/012mfbs12
https://doi.org/10.1108/07363769610130864,Paul L. Sauer,"Associate Professor of Marketing at Canisius College, Buffalo, New York, USA",https://ror.org/01056ge55
https://doi.org/10.1103/physrevb.66.014402,Józef Barnaś,"Institute of Molecular Physics, Polish Academy of Sciences, ul. Smoluchowskiego 17, 60-179 Poznań, Poland",https://ror.org/01yzad698
https://doi.org/10.1103/physrevb.66.014402,Gerd Schön,"Forschungszentrum Karlsruhe, Institut für Nanotechnologie, 76021 Karlsruhe, Germany",https://ror.org/002epp671
10.1128/jvi.76.15.7554-7559.2002,Daniela Hüser,"Department of Virology, Institute of Infectious Diseases, Free University of Berlin, Berlin, Germany.",https://ror.org/046ak2485
10.1103/physrevb.66.045311,Zhiping Lin,Department of Physics South China University of Technology Guangzhou 510640 China,https://ror.org/0530pts50
10.1108/00251740010317469,Monique A. Pelletier,"(Professor of Management, San Francisco State University, USA)",https://ror.org/05ykr0121
10.1108/00251749510084653,Gerald Vinten,Professor of Business Policy at the University of Luton.,https://ror.org/0400avk24
10.1108/01435120010342789,Renfang Wang,"(Renfang Wang is Head of the Foreign Literature Department, Shanghai Library, Shanghai, People’s Republic of China.)",https://ror.org/022d5rd48
10.1108/02641619810369644,Schubert Foo,"Schubert Foo is Associate Professor and Head of the Division of Information Studies at Nanyang Technological University, Singapore.",https://ror.org/02e7b5302
10.1108/01437739810242522,Darwish A. Yousef,"United Arab Emirates University , Al Ain , United Arab Emirates",https://ror.org/01km6p862
10.1161/01.cir.0000015076.37047.d9,Richard R. Fabsitz,"the University of Oklahoma School of Public Health Services, Oklahoma City (E.T.L.)",https://ror.org/02aqsxs83
10.1108/01443579510098356,Satya S. Chakravorty,"(Michael J. Coles School of Business, Kennesaw State College, Kennesaw, Georgia, USA)",https://ror.org/00jeqjx33
10.1108/10176749910303496,Jiazhen Liu,"Wuhan University, Wuhan China#TAB#",https://ror.org/033vjfk17
10.1108/02634509910275944,Gretchen Larsen,"(Teaching Fellow of Marketing, University of Otago, Dunedin, New Zealand)",https://ror.org/01jmxt844
https://doi.org/10.1108/03068299610149570,James P. West,"Moravian College, Bethlehem, Pennsylvania, USA,",https://ror.org/048gkf592
https://doi.org/10.1103/physreve.65.061907,Zhong-Can Ou-Yang,"Institute of Theoretical Physics, Academia Sinica, P.O. Box 2735, Beijing 100080, People’s Republic of China",https://ror.org/02xtbq882
https://doi.org/10.1103/physreve.65.067203,Gerardo J. Escalera Santos,"Facultad de Ciencias, UAEM, Avenida Universidad. 1001, Colonia Chamilpa, Cuernavaca, Morelos, Mexico",https://ror.org/0079gpv38
10.1108/09576060010326401,Chris Bowerman,"University of Sunderland, Sunderland, UK",https://ror.org/04p55hr04
https://doi.org/10.1108/00251749610128103,F. Wendt,"Manager, Intel Corporation",https://ror.org/058cxws58
10.1108/00346659810201078,Mabel Blades,"(Mabel Blades is an Independent Freelance Dietitian and Nutritionist at Nutrition and Dietetic Services, Rushden, Northants, UK.)",https://ror.org/023zt9146
10.1108/02686909910301475,Gerald Vinten,Professor of Business Policy at the University of Luton.,https://ror.org/0400avk24
https://doi.org/10.1115/1.1381400,J. P. Jordaan,"(Department of Mechanical & Aeronautical Engineering, University of Pretoria, Pretoria, South Africa)",https://ror.org/00g0p6g84
10.1108/02686909610131675,Brian H. Kleiner,"Brian H. Kleiner is in the Department of Management, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
10.1108/09544789510092836,Bill Hollins,"(Senior Lecturer at the London Management Centre, University of Westminster, London, UK.)",https://ror.org/04ycpbx82
https://doi.org/10.1108/09576059810234254,Alfred Wong,Lingnan College,https://ror.org/0563pg902
https://doi.org/10.1108/00251749710170493,Kazem Chaharbaghi,"East London Business School, London, UK",https://ror.org/001c2sn75
https://doi.org/10.1108/03068290210413010,James B. Sauer,"St. Mary’s University, San Antonio,#R#                Texas, USA",https://ror.org/03fvnza37
10.1108/02621719510078939,Moudi Al‐Homoud,"Department of Business Administration, Kuwait University, Kuwait",https://ror.org/021e5j056
https://doi.org/10.1108/02634509810244435,Ka‐shing Woo,"(Lecturer in Marketing, School of Business and Administration, The Open University of Hong Kong, Homantin, Hong Kong)",https://ror.org/0349bsm71
https://doi.org/10.1108/02635570010304815,Sidne Gail Ward,"University of Missouri - Kansas City , Kansas City , Missouri , USA",https://ror.org/01w0d5g70
10.1108/13552519910282638,N. Nagarur,"Asian Institute of Technology, Bangkok",https://ror.org/0403qcr87
https://doi.org/10.1108/03056120210412805,Paavo Jalonen,"Pori School of Technology and Economics, Tampere University of Technology, Turku School of Economics and Business Administration, Pori, Finland",https://ror.org/033003e23
https://doi.org/10.1108/03074809810228017,Yonathan Mizrachi,"(Lecturer, Department of Library Studies and Human Services, University of Haifa, Mount Carmel, Haifa, Israel)",https://ror.org/02f009v59
https://doi.org/10.1108/07363769810241436,Doris C. Van Doren,"Professor of Marketing, Loyola College in Maryland, Baltimore, Maryland, USA",https://ror.org/01by1wp65
https://doi.org/10.1103/physrevb.65.245414,James A. Doig,"Department of Environmental and Ordnance Systems, Cranfield University, Royal Military College of Science, Shrivenham SN6 8LA, Swindon, United Kingdom",https://ror.org/03myaza48
10.1103/physrevb.66.014426,J. Hejtmánek,"Institute of Physics of ASCR, Cukrovarnická 10, 162 53 Prague 6, Czech Republic",https://ror.org/02yhj4v17
10.1103/physreve.65.066611,M. Ibanescu,"OmniGuide Communications, One Kendall Square, Building 100, No. 3, Cambridge, Massachusetts 02139",https://ror.org/00e4rzw98
10.1108/01437730110380192,Philip H. Siegel,"Marmouth University, New Jersey, USA",https://ror.org/01d6qxv05
https://doi.org/10.1108/01435129610128322,Rita Marcella,"(Senior Lecturer and Course Leader for Information Analysis, Robert Gordon University, Aberdeen)",https://ror.org/04f0qj703
10.1108/02641619810248233,Corry Stuyts,"(Corry Stuyts is Information Specialist, Tilburg University Library, The Netherlands)",https://ror.org/04b8v1s79
https://doi.org/10.1108/09696479610106781,Keith Hunter,"Keith Hunter is Project Manager, Glasgow Caledonian University’s Partnership for Quality Initiative",https://ror.org/03dvm1235
https://doi.org/10.1149/1.1390731,C. Gibbons,"Centre for Phosphors and Display Materials, University of Greenwich, Woolwich, SE18 6PF, United Kingdom",https://ror.org/00bmj0a71
10.1108/13522759810197578,Clive Nancarrow,"Principal Lecturer, Bristol Business School, University of the West of England, Bristol, UK",https://ror.org/02nwg5t34
https://doi.org/10.1108/13598539710159059,Farrokh Nasri,"Hofstra University, Hempstead, New York, USA",https://ror.org/03pm18j10
10.1103/physrevb.66.024417,Luca Floreano,"INFM, TASC Laboratory, S.S. 14 Km 163.5, I-34012 Trieste, Italy",https://ror.org/01dt7qh15
https://doi.org/10.1108/02686909910301475,Gerald Vinten,of the book Whistleblowing. Subversion or Corporate Citizenship? 1994,https://ror.org/04avxfe70
10.1108/01437739810240867,Karen L. Newman,"(Georgetown University, School of Business, Washington, DC, USA)",https://ror.org/05vzafd60
https://doi.org/10.1149/1.1390943,K. Y. Chen,"School of Chemical and Life Sciences, University of Greenwich, Woolwich, London SE18 6PF, United Kingdom",https://ror.org/00bmj0a71
https://doi.org/10.1108/02635579710176777,Sooun Lee,"Department of Decision Sciences and Management Information Systems, RTF School of Business Administration, Miami University, Oxford, Ohio, USA",https://ror.org/03gcvf773
https://doi.org/10.1108/02635579910301793,David C. Chou,"St Cloud State University, St Cloud, Minnesota, USA",https://ror.org/016czhx14
10.1108/03090560010331432,Nicholas Alexander,"(School of Service Industries, Bournemouth University, Poole, UK)",https://ror.org/05wwcw481
https://doi.org/10.1103/physreve.66.016403,R. Celiberto,"CSCP-IMIP(CNR), Sezione Territoriale di Bari, Bari, Italy",https://ror.org/022hq6c49
https://doi.org/10.1108/01437730110380192,Philip H. Siegel,"Marmouth University, New Jersey, USA",https://ror.org/01d6qxv05
10.1108/13673270010350011,Jennifer Rowley,"(Head of Department in the Department of Business and Management Studies, Crewe and Alsager Faculty, Manchester Metropolitan University, Crewe, UK.)",https://ror.org/02hstj355
10.1108/09526869610128179,Philip Burnard,"University of Wales College of Medicine, Cardiff, UK",https://ror.org/01se4f844
https://doi.org/10.1108/00251749610150685,Sonny Nwankwo,"(East London Business School, University of East London, Dagenham, UK)",https://ror.org/057jrqr44
https://doi.org/10.1108/01443579410067243,Ray Venkataraman,"De Paul University, Chicago, Illinois, USA.",https://ror.org/04xtx5t16
10.1108/09590559910297893,Peter Hines,"Cardiff Business School, Cardiff, UK",https://ror.org/03kk7td41
10.1108/01437730110380192,Philip H. Siegel,Fairleigh-Dickinson University,https://ror.org/04wkzvc75
10.1108/09513540010378978,Jennifer Rowley,"School of Management and Social Sciences, Edge Hill University College, Ormskirk, UK",https://ror.org/028ndzd53
10.1108/01443570210427640,Chris Voss,"Centre for Operations Management, London Business School, London, UK",https://ror.org/001c2sn75
https://doi.org/10.1108/01443579510098356,Satya S. Chakravorty,"(Michael J. Coles School of Business, Kennesaw State College, Kennesaw, Georgia, USA)",https://ror.org/00jeqjx33
https://doi.org/10.1108/02656719610124244,Yunus Kathawala,"(Lumpkin College of Business and Applied Sciences, Eastern Illinois University, Charleston, Illinois, USA)",https://ror.org/035z2ew45
10.1108/02656719410062885,Mohamed A. Youssef,"Decision Sciences Department, School of Business, Norfolk State University, Norfolk, Virginia, USA",https://ror.org/030pydv62
https://doi.org/10.1108/01443589910252566,James B. Wilkinson,"Department of Economics and International Business, University of Southern Mississippi, Hattiesburg, USA",https://ror.org/0270vfa57
10.1108/01604950210414670,Carl Pracht,"(Carl Pracht is Associate Professor at Kent Library, Southeast Missouri State University, Cape Girardeau, Missouri, USA.)",https://ror.org/010n41y16
10.1108/03068290110352037,Anghel N. Rugina,"(Professor Emeritus of Economics and Finance, Northeastern University, Boston, MA, USA)",https://ror.org/04t5xt781
https://doi.org/10.1103/physreve.65.066611,O. Weisberg,"OmniGuide Communications, One Kendall Square, Building 100, No. 3, Cambridge, Massachusetts 02139",https://ror.org/00e4rzw98
10.1108/09576059810209946,John V. Chelsom,"(Professor of Procurement Management, Department of Management Systems and Information, City University, London, UK)",https://ror.org/04489at23
https://doi.org/10.1108/14637150010352417,Peter E.D. Love,"Deakin University, Geelong, Australia",https://ror.org/02czsnj07
https://doi.org/10.1108/09555349610107041,Paul Herbig,"Marketing Department, Texas A&M International University, Laredo, Texas, USA",https://ror.org/028861t28
10.1161/01.atv.0000015445.22243.f4,M.F. Aillaud,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
10.1108/09596119510090726,Richard Teare,"(Professor and Associate Head, Department of Service Industries, Bournemouth University, Poole, UK.)",https://ror.org/05wwcw481
10.1108/03068299510078822,Masudul Alam Choudhury,"(University College of Cape Breton, Sydney, Nova Scotia, Canada.)",https://ror.org/052y05165
https://doi.org/10.1103/physreve.66.016403,M. Capitelli,"Department of Chemistry, University of Bari, Bari, Italy",https://ror.org/027ynra39
10.1108/00251740010317478,Valentin H. Pashtenko,"Doctoral Candidate, Department of Management, University of Rhode Island, USA",https://ror.org/013ckk937
https://doi.org/10.1108/09615530010350345,A.M.C. Janse,"Department of Chemical Technology, Twente University, Enschede, The Netherlands",https://ror.org/006hf6230
10.1108/02656719410062885,Mohamed A. Youssef,"(Ithaca College, New York, USA)",https://ror.org/01kw1gj07
10.1103/physrevb.66.012409,N. Baranov,"Institute for Metal Physics RAS, 620219 Ekaterinburg GSP-170, Russia",https://ror.org/01azrym08
10.1108/09564239810228867,Steven Desmet,"(Researcher, University of Gent and Service Management Center, Vlerick School of Management, Belgium)",https://ror.org/00cv9y106
https://doi.org/10.1108/00070709610150914,Jess S. Boronico,"(School of Business Administration, Monmouth University, West Long Branch, New Jersey, USA)",https://ror.org/01d6qxv05
https://doi.org/10.1108/09596110010330769,Derren Selvarajah,"Research Assistant, Hospitality Research Group, University of North London",https://ror.org/00ae33288
https://doi.org/10.1108/01437730110380192,Claire Eckstein,Fairleigh-Dickinson University,https://ror.org/04wkzvc75
https://doi.org/10.1108/09596119810227794,Susan M. Ogden,"Department of Hospitality, Tourism and Leisure Management, Glasgow Caledonian University, Glasgow, UK",https://ror.org/03dvm1235
https://doi.org/10.1108/02635579410072117,Robert Gulbro,"At the Department of Management/Marketing, College ofCommerce and Business Administration, Jacksonville State University,Alabama, USA.",https://ror.org/014wfj781
https://doi.org/10.1108/02656719810203703,Michael S. Spencer,"Department of Management, University of Northern Iowa, Cedar Falls, Iowa, USA",https://ror.org/02h4qpx12
https://doi.org/10.1103/physreva.66.014303,Dong Yang,"Zhejiang Institute of Modern Physics and Department of Physics, Zhejiang University, Hangzhou 310027, People's Republic of China",https://ror.org/03x8rhq63
https://doi.org/10.1108/09600039410071235,Alberto De Toni,"Department of Electrical and Mechanical Engineering and Management, University of Udine, Italy",https://ror.org/05ht0mh31
https://doi.org/10.1103/physreve.65.066611,Steven G. Johnson,"OmniGuide Communications, One Kendall Square, Building 100, No. 3, Cambridge, Massachusetts 02139",https://ror.org/00e4rzw98
https://doi.org/10.1108/00251749510084662,David Mercer,"Senior Lecturer at the Centre for Strategy & Policy, the Open Business School, The Open University, Milton Keynes, UK.",https://ror.org/05mzfcs16
10.1108/09653560210421664,John K.S. Chong,"University of North Dakota, Grand Forks, North Dakota, USA",https://ror.org/04a5szx83
https://doi.org/10.1108/00346659710157240,Jill Davies,"Nutrition Research Centre, South Bank University, London, UK",https://ror.org/02vwnat91
https://doi.org/10.1108/03090569610121656,Chris Ioannidis,"Cardiff Business School , University of Wales , Cardiff, UK",https://ror.org/03kk7td41
https://doi.org/10.1108/01443579610119117,Satya S. Chakravorty,"Michael J. Coles School of Business Administration, Kennesaw State College, Marietta, Georgia, USA",https://ror.org/00jeqjx33
10.1108/09566160010321541,Peter E.D. Love,"School of Architecture and Building , Deakin University , Geelong , Australia",https://ror.org/02czsnj07
https://doi.org/10.1108/02686909610107915,Kimberly Dunn,"Georgia State University, Atlanta, Georgia, USA",https://ror.org/03qt6ba18
10.1161/01.atv.0000015445.22243.f4,P.E. Morange,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
10.1108/02621710010373278,Savita Kumra,"Cranfield School of Management, Cranfield, UK",https://ror.org/05cncd958
10.1108/02635579410073486,Vernon A. Quarstein,"Assistant Professor of Management, in the College ofBusiness and Public Administration, Old Dominion University, Norfolk,Virginia, USA.",https://ror.org/04zjtrb98
10.1108/02683949810244947,Amanda O’Shea,"Personnel Selection Research Group University of Wales, Swansea, UK",https://ror.org/01se4f844
10.1108/02632770210426684,Andrew Brown,"(Andrew Brown is a Lecturers at Heriot‐Watt University, Edinburgh, UK.)",https://ror.org/04mghma93
10.1108/01443570010308112,Cipriano Forza,"University of Padova, Vicenza, Italy",https://ror.org/00240q980
10.1108/09533239410071850,Richard J. Holden,"Principal Lecturer at Leeds Metropolitan University,Leeds, UK",https://ror.org/02xsh5r57
10.1103/physrevb.66.012409,A. Mirmelstein,"Institute for Metal Physics RAS, 620219 Ekaterinburg GSP-170, Russia",https://ror.org/01azrym08
https://doi.org/10.1108/09576069710179733,David Bennett,"Aston Business School, Birmingham, UK",https://ror.org/05j0ve876
10.1108/02656710110365296,K.K. Chan,"Nanyang Technological University, Singapore",https://ror.org/02e7b5302
https://doi.org/10.1108/09544780010351715,Olaf A.M. Fisscher,"Faculty of Technology and Management, University of Twente, Enschede, The Netherlands.",https://ror.org/006hf6230
https://doi.org/10.1108/09576060010335609,T.A. Spedding,"University of Greenwich, Chatham Maritime, Kent, UK",https://ror.org/00bmj0a71
https://doi.org/10.1108/09649429710162901,Marian Court,"(Senior Lecturer in the Policy Studies in Education Department at Massey University, Palmerston North, New Zealand)",https://ror.org/052czxv31
10.1108/02656719810218220,Walter Willborn,"Walter Willborn is at the Faculty of Management, University of Manitoba, Winnipeg, Manitoba, Canada",https://ror.org/02gfys938
10.1108/00070709510091029,Sandra Drummond,"Queen Margaret College, Edinburgh.",https://ror.org/002g3cb31
https://doi.org/10.1108/08858629910254085,Arch G. Woodside,"Woldenberg Professor of Marketing at the A. B. FreemanSchool of Business, Tulane University, New Orleans, Louisiana, USA",https://ror.org/04vmvtb21
10.1108/00251749410071603,Robert E. Ripley,"A Consultant Psychologist, Author and Trainer with",https://ror.org/0008kv292
https://doi.org/10.1108/00438029710172006,Anna Baines,"Freelance journalist based in Leeds, West Yorkshire, UK",https://ror.org/00kf9rx15
10.1108/09600039710170584,Nick Rich,"Cardiff Business School Cardiff, UK",https://ror.org/03kk7td41
10.1108/02621719610146248,Marilyn McDougall,"Glasgow Caledonian University, Glasgow, UK",https://ror.org/03dvm1235
https://doi.org/10.1108/13552510210420586,Rolando Quintana,"(University of Texas at El Paso, Department of Mechanical and Industrial Engineering Department, El Paso, Texas, USA)",https://ror.org/04d5vba33
10.1108/14635779710195087,Yunus Kathawala,"School of Business , Eastern Illinois University , Charleston , Illinois , USA",https://ror.org/035z2ew45
https://doi.org/10.1108/02683949810244947,Amanda O’Shea,"Personnel Selection Research Group University of Wales, Swansea, UK",https://ror.org/01se4f844
https://doi.org/10.1108/03090560010331432,Nicholas Alexander,"(School of Service Industries, Bournemouth University, Poole, UK)",https://ror.org/05wwcw481
https://doi.org/10.1108/00070709510091029,Anne de Looy,"Queen Margaret College, Edinburgh.",https://ror.org/002g3cb31
https://doi.org/10.1108/01437729810220419,Cameron Allan,"Griffith University, Brisbane, Australia",https://ror.org/02sc3r913
https://doi.org/10.1108/02656719610124244,Yunus Kathawala,"School of Business , Eastern Illinois University , Charleston , Illinois , USA",https://ror.org/035z2ew45
https://doi.org/10.1108/03068290210413029,Masudul Alam Choudhury,"University College of Cape Breton, Nova Scotia, Canada",https://ror.org/052y05165
10.1108/00070709510085620,David Smallbone,"Readers at the Centre for Enterprise and Economic Development, Middlesex University, Enfield, UK.",https://ror.org/01rv4p989
10.1108/01443579810177067,Roberto Filippini,"Institute of Management and Engineering, University of Padua, Italy",https://ror.org/00240q980
https://doi.org/10.1161/01.atv.0000015445.22243.f4,M.F. Aillaud,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
10.1108/09576060010335609,K.K. Chan,Nanyang Technological University (Singapore),https://ror.org/02e7b5302
10.1108/09604520010345731,Andrew Robson,"Andrew Robson is Senior Lecturer in Business Modelling, Division of Business Modelling, School of Operations Analysis and Human Resources Management at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
10.1108/01443570010308112,Fabrizio Salvador,"University of Padova, Italy",https://ror.org/00240q980
https://doi.org/10.1161/01.atv.0000015445.22243.f4,M. Henry,"the Centre for Cardiovascular Genetics (E.H., S.E.H.), Rayne Institute, Royal Free and University College Medical School, London, England",https://ror.org/01ge67z96
https://doi.org/10.1108/02656719610110014,Hugh Willmott,"Manchester School of Management, UMIST, Manchester, UK",https://ror.org/03xxxrq06
https://doi.org/10.1108/14637150010352417,Peter E.D. Love,"(Peter E.D. Loveis a Senior Lecturer in Construction and Project Management at the Deakin University, Geelong, Victoria, Australia.)",https://ror.org/02czsnj07
https://doi.org/10.1108/01443589910287090,Nicholas W. Balabkins,"Lehigh University Bethlehem, Pennsylvania, USA",https://ror.org/012afjb06
https://doi.org/10.1108/02632779610129122,M.A. Atherton,"School of Engineering Systems and Design, South Bank University, London, UK",https://ror.org/02vwnat91
10.1108/09604529710172999,Joseph Spina,"Joseph Spina is in the Department of Management, California State University, Fullerton, California, USA",https://ror.org/02avqqw26
https://doi.org/10.1108/09544789910256993,Stanislav Karapetrovic,"Univ. of Manitoba, Winnipeg (Canada)",https://ror.org/02gfys938
10.1136/bmj.325.7356.117,A. G Sutcliffe,"Centre for Community Child Health, Royal Free and University College Medical School, London NW3 2PF",https://ror.org/01ge67z96
https://doi.org/10.1108/02656710210427566,Andrew Robson,"Andrew Robson is Senior Lecturer in Business Modelling, Division of Business Modelling, School of Operations Analysis and Human Resources Management at the University of Northumbria, Newcastle upon Tyne, UK.",https://ror.org/049e6bc10
10.1108/02632770210414281,B.D. Ilozor,"B.D. Ilozor is Coordinator of the MSc Real Estate and Facilities Management Distance Learning Program for the University of Greenwich, London, UK, in collaboration with Deakin University, Victoria, Australia.",https://ror.org/02czsnj07
https://doi.org/10.1108/03068299710193921,Masudul Alam Choudhury,"(University College of Cape Breton, Sydney, Nova Scotia, Canada.)",https://ror.org/052y05165
https://doi.org/10.1108/01443579810217594,Roberto Filippini,"Institute of Management and Engineering, University of Padua, Italy",https://ror.org/00240q980
https://doi.org/10.1108/03068299710193921,Masudul Alam Choudhury,"(University of Cape Breton, Sydney, Canada.)",https://ror.org/052y05165
